id,label,dateOfBirth,dateOfDeath,countryOfCitizenshipISO,harvardIndex,bionomia,authorAbbrv,aliases,firstName,lastName
Q36689147,T.F. Kozyrenko,1932.0,,,60095.0,,Kozyr.,Kozyr.,T.F.,Kozyrenko
Q36689160,Tamara Krügel,,,,,,Krügel,Krügel,Tamara,Krügel
Q36689176,Ta Li Kuan,,,,,,T.L.Kuan,T.L.Kuan,Ta,Kuan
Q36689190,Takanori Kubono,,,,76848.0,,Kubono,Kubono,Takanori,Kubono
Q36689204,Toshihiko Kumamoto,,,,71846.0,,Kumam.,Kumam.,Toshihiko,Kumamoto
Q36689217,T.K. Arun Kumar,,,,,,T.K.A.Kumar,T.K.A.Kumar,T.K.,Kumar
Q36689231,Takashi Kuroyanagi,,,,,,Kuroy.,Kuroy.,Takashi,Kuroyanagi
Q36689246,T.A. Kurzynski,,,,82751.0,,Kurzynski,Kurzynski,T.A.,Kurzynski
Q36689262,T.T. Kusnezowa,,,,75313.0,,Kusnezowa,Kusnezowa,T.T.,Kusnezowa
Q36689276,Trond Arne Kvitvik,,,,75050.0,,Kvitvik,Kvitvik,Trond,Kvitvik
Q36689289,T. Kyono,,,,63052.0,,Kyono,Kyono,T.,Kyono
Q36689302,Todd C. LaJeunesse,,,,,,LaJeunesse,"Todd LaJeunesse, LaJeunesse, Todd Lajeunesse",Todd,LaJeunesse
Q36689316,T.N. Lakhanpal,,,,,,T.N.Lakh.,T.N.Lakh.,T.N.,Lakhanpal
Q36689346,T. Landström,,,,,,Landström,Landström,T.,Landström
Q36689359,Tim Langdon,,,,,,T.Langdon,T.Langdon,Tim,Langdon
Q36689374,T. Langhu,,,,,,Langhu,Langhu,T.,Langhu
Q36689387,Thomas Laskaris,,,,78028.0,,Laskaris,Laskaris,Thomas,Laskaris
Q36689401,Talitha Legaspi,,,,,,Legaspi,Legaspi,Talitha,Legaspi
Q36689414,T. Leitão,,,,,,T.Leitão,T.Leitão,T.,Leitão
Q36689427,T.B. Li,,,,,,T.B.Li,T.B.Li,T.B.,Li
Q36689439,T.Q. Li,,,,,,T.Q.Li,T.Q.Li,T.Q.,Li
Q36689453,Te Ling Li,,,,,,T.L.Li,T.L.Li,Te,Li
Q36689463,Ti Zhi Li,,,,,,T.Z.Li,T.Z.Li,Ti,Li
Q36689471,Tian Fei Li,,,,,,T.F.Li,T.F.Li,Tian,Li
Q36689484,Tion Juan Li,,,,,,T.J.Li,T.J.Li,Tion,Li
Q36689500,T.K. Lim,,,,,,T.K.Lim,T.K.Lim,T.K.,Lim
Q36689514,T.M. Lim,,,,,,T.M.Lim,T.M.Lim,T.M.,Lim
Q36689530,Tamiris Daiane Delgado Lima,,,,,,T.Lima,"T.Lima, Tamiris Delgado",Tamiris,Lima
Q36689542,Tsung-Yau Lin,,,,,,T.Y.Lin,T.Y.Lin,Tsung-Yau,Lin
Q36689555,Torbjörn Lindell,1957.0,,,20505.0,,Lindell,Lindell,Torbjörn,Lindell
Q36689567,Theodor Linder,,,,,,T.Linder,T.Linder,Theodor,Linder
Q36689582,T.R. Liu,,,,,,T.R.Liu,T.R.Liu,T.R.,Liu
Q36689597,Tie Zhi Liu,,,,,,T.Z.Liu,T.Z.Liu,Tie,Liu
Q36689611,Tien Yu Lo,,,,,,T.Y.Lo,T.Y.Lo,Tien,Lo
Q36689623,T.C. Loh,,,,68302.0,,Loh,Loh,T.C.,Loh
Q36689640,Trevor C. Lumley,,,,,,T.C.Lumley,T.C.Lumley,Trevor,Lumley
Q36689655,Thien Tam Luong,,,,,,T.T.Luong,T.T.Luong,Thien,Luong
Q36689668,Tetsuya Maeda,,,,77128.0,,T.Maeda,T.Maeda,Tetsuya,Maeda
Q36689683,T.D. Magalaschvili,,,,81238.0,,Magal.,Magal.,T.D.,Magalaschvili
Q36689694,T.L. Maguire,,,,,,T.L.Maguire,T.L.Maguire,T.L.,Maguire
Q36689707,T. Majchrowicz,,,,81558.0,,Majchr.,Majchr.,T.,Majchrowicz
Q36689723,Tomasz Maliński,,,,,,Maliński,Maliński,Tomasz,Maliński
Q36689737,T.S. Mamukaschvili,,,,68189.0,,Mamuk.,Mamuk.,T.S.,Mamukaschvili
Q36689751,T. Marcinkiewicz,,,,83455.0,,Marcink.,Marcink.,T.,Marcinkiewicz
Q36689764,Tyler I. Martin,,,,,,T.I.Martin,T.I.Martin,Tyler,Martin
Q36689777,T.D. Martynyuk,,,,61772.0,,Martynyuk,Martynyuk,T.D.,Martynyuk
Q36689793,Tomitarô Masaki,,,,79914.0,,T.Masaki,T.Masaki,Tomitarô,Masaki
Q36689808,T.I. Maslennikova,,,,61134.0,,Maslenn.,Maslenn.,T.I.,Maslennikova
Q36689822,Tadahiko Matsumoto,,,,77613.0,,Tad.Matsumoto,Tad.Matsumoto,Tadahiko,Matsumoto
Q36689836,Takken Matuo,,,,77065.0,,Matuo,Matuo,Takken,Matuo
Q36689849,T.S. Matvejeva,,,,,,T.S.Matvejeva,T.S.Matvejeva,T.S.,Matvejeva
Q36689868,T.T. McClure,,,,,,T.T.McClure,T.T.McClure,T.T.,McClure
Q36689880,T.M. McInnis,,,,,,McInnis,McInnis,T.M.,McInnis
Q36689893,Tracey A. McKeown,,,,65993.0,,T.A.McKeown,T.A.McKeown,Tracey,McKeown
Q36689910,Thierry Ménard,,,,,,Ménard,Ménard,Thierry,Ménard
Q36689923,T. Metianu,,,,67719.0,,Metianu,Metianu,T.,Metianu
Q36689937,T.W. Mew,,,,,,Mew,Mew,T.W.,Mew
Q36689952,Themis J. Michailides,,,,,,Michailides,Michailides,Themis,Michailides
Q36689965,Takashi Mikawa,,,,78246.0,,Mikawa,Mikawa,Takashi,Mikawa
Q36689979,Th. Misonne,,,,72678.0,,Misonne,Misonne,Th.,Misonne
Q36689992,Tapati Mitra,,,,72295.0,,T.Mitra,T.Mitra,Tapati,Mitra
Q36690005,Toshizumi Miyamoto,,,,61053.0,,T.Miyam.,T.Miyam.,Toshizumi,Miyamoto
Q36690018,T.A. Mokwena,,,,,,Mokwena,Mokwena,T.A.,Mokwena
Q36690030,Theeraporn Moore,,,,,,Th.Moore,Th.Moore,Theeraporn,Moore
Q36690047,T. Morie,,,,,,Morie,Morie,T.,Morie
Q36690064,Tsutomu Morinaga,,,,74721.0,,Morinaga,Morinaga,Tsutomu,Morinaga
Q36690079,Theodor Moroff,,,,67425.0,,Moroff,Moroff,Theodor,Moroff
Q36690089,Tawfik M. Muhsin,,,,83383.0,,Muhsin,Muhsin,Tawfik,Muhsin
Q36690102,Thomas Münzmay,,,,,,Münzmay,Münzmay,Thomas,Münzmay
Q36690115,Tetsuo Muroi,,,JP,,,T.Muroi,T.Muroi,Tetsuo,Muroi
Q36690126,T.P. Mustafee,,,,74380.0,,Mustafee,Mustafee,T.P.,Mustafee
Q36690139,Thangavelu Muthukumar,,,,,,T.Muthuk.,T.Muthuk.,Thangavelu,Muthukumar
Q36690165,Takahiko Nagahama,,,,,,Nagah.,Nagah.,Takahiko,Nagahama
Q36690179,Tokio Naito,,,,,,T.Naito,T.Naito,Tokio,Naito
Q36690192,Toro Nakahara,,,,,,Nakahara,Nakahara,Toro,Nakahara
Q36690204,Takashi Nakahi,,,,71887.0,,Nakahi,Nakahi,Takashi,Nakahi
Q36690216,Tomonobu Tsubota Nakamura,,,,,,T.T.Nakam.,T.T.Nakam.,Tomonobu,Nakamura
Q36690230,Toru Nakano,,,,,,T.Nakano,T.Nakano,Toru,Nakano
Q36690244,Takane Nakayama,,,,,,T.Nakay.,T.Nakay.,Takane,Nakayama
Q36690257,Teofil Nakov,,,,,,Nakov,Nakov,Teofil,Nakov
Q36690271,Tomitaro Namegata,,1961.0,,72125.0,,Nameg.,Nameg.,Tomitaro,Namegata
Q36690287,T. Namekata,,,,68557.0,,Namek.,Namek.,T.,Namekata
Q36690301,Tyagarajan Narasimhan,,,,66901.0,,T.Naras.,"T.Naras., T Narasimhan, T. Narasimhan",Tyagarajan,Narasimhan
Q36690315,Tomoko Narumi,,,,63352.0,,Narumi,Narumi,Tomoko,Narumi
Q36690330,Theophilus Erdmann Nathhorst,1734.0,1804.0,,71931.0,,Nathh.,Nathh.,Theophilus,Nathhorst
Q36690345,T. Nathorst-Windahl,,,,78609.0,,Nath.-Wind.,Nath.-Wind.,T.,Nathorst-Windahl
Q36690362,Takeo Nehira,,,,76711.0,,Nehira,Nehira,Takeo,Nehira
Q36690375,Takahisa Nemoto,1930.0,1990.0,JP,63319.0,,Tak.Nemoto,Tak.Nemoto,Takahisa,Nemoto
Q36690390,T.M.W. Neutelings,,,,81724.0,,Neutel.,Neutel.,T.M.W.,Neutelings
Q36690403,Tha Lau Nguyen,,,,,,T.L.Nguyen,T.L.Nguyen,Tha,Nguyen
Q36690418,Taisiya Lvovna Nikolajeva,,,,72617.0,,Nikol.,Nikol.,Taisiya,Nikolajeva
Q36690432,T. Nilsson,,,,,,T.Nilsson,T.Nilsson,T.,Nilsson
Q36690447,Takuya Nishijima,,,,,,Nishij.,Nishij.,Takuya,Nishijima
Q36690459,Tadahiro Nishizawa,,,,78368.0,,Nishiz.,Nishiz.,Tadahiro,Nishizawa
Q36690473,Tandiwe Nkonki,,,,,,Nkonki,Nkonki,Tandiwe,Nkonki
Q36690487,T. Nojima,,,,79933.0,,Nojima,Nojima,T.,Nojima
Q36690504,T.Edward Northstrom,,,,81154.0,,Northstrom,Northstrom,T.Edward,Northstrom
Q36690516,T.I. Novobranova,,,,74981.0,,Novobr.,Novobr.,T.I.,Novobranova
Q36690528,T. Ogihara,,,,78418.0,,Ogihara,Ogihara,T.,Ogihara
Q36690538,Takeo Oguchi,,,JP,22410.0,,Oguchi,Oguchi,Takeo,Oguchi
Q36690548,T. Ohishi,,,,73727.0,,Ohishi,Ohishi,T.,Ohishi
Q36690558,T. Ohmura,,,,32327.0,,Ohmura,Ohmura,T.,Ohmura
Q36690567,Takeshi (Takashi) Ohsawa,,,,,,Tak.Ohsawa,Tak.Ohsawa,Takeshi,Ohsawa
Q36690579,Torao Ohtsuki,,,,63868.0,,Ohtsuki,Ohtsuki,Torao,Ohtsuki
Q36690592,Toru Okuda,,,,66912.0,,Okuda,Okuda,Toru,Okuda
Q36690602,Traute Oldach,,,,,,Oldach,Oldach,Traute,Oldach
Q36690613,Thomas Ordoyno,,1819.0,,76595.0,,Ordoyno,Ordoyno,Thomas,Ordoyno
Q36690620,T.S. Panfilova,,,,79222.0,,Panf.,Panf.,T.S.,Panfilova
Q36690630,Thomas Henry Parsons,,,,66211.0,,T.Parsons,T.Parsons,Thomas,Parsons
Q36690647,T. Passalacqua,,,,72882.0,,Passal.,Passal.,T.,Passalacqua
Q36690661,Timothy C. Paulitz,,,,,,Paulitz,Paulitz,Timothy,Paulitz
Q36690675,Tatiana Penzina,,,,,,Penzina,Penzina,Tatiana,Penzina
Q36690690,Thelma J. Perry,,,,62272.0,,T.J.Perry,T.J.Perry,Thelma,Perry
Q36690705,T.V. Pestinskaja,,,,72169.0,,Pestinsk.,Pestinsk.,T.V.,Pestinskaja
Q36690718,T. Petauer,,,,67429.0,,Petauer,Petauer,T.,Petauer
Q36690730,Tanja Pfeiffer,,,,67337.0,,T.Pfeiff.,T.Pfeiff.,Tanja,Pfeiffer
Q36690746,T.P.I. Phan,,,,,,T.P.I.Phan,T.P.I.Phan,T.P.I.,Phan
Q36690760,Theeraphon Phornsawatchai,,,,,,Phornsaw.,Phornsaw.,Theeraphon,Phornsawatchai
Q36690775,T.I. Popov,,,,71631.0,,T.I.Popov,T.I.Popov,T.I.,Popov
Q36690787,T.S. Keshava Prasad,,,,,,T.S.K.Prasad,T.S.K.Prasad,T.S.,Prasad
Q36690804,T.V. Price,,,,,,T.V.Price,T.V.Price,T.V.,Price
Q36690819,Tharaka S. Priyadarshana,,,,,,Priyad.,Priyad.,Tharaka,Priyadarshana
Q36690828,T.J. Proffer,,,,,,Proffer,Proffer,T.J.,Proffer
Q36690841,Thomas Pröschold,,,,106481.0,,Pröschold,Pröschold,Thomas,Pröschold
Q36690855,T. Puncag,,,,66831.0,,Puncag,Puncag,T.,Puncag
Q36690869,Tony Denys Quirk,1959.0,,,,,T.Quirk,T.Quirk,Tony,Quirk
Q36690887,T. Ragunath,,,,79394.0,,Ragunath,Ragunath,T.,Ragunath
Q36690904,T.R.N. Rai,,,,,,T.R.N.Rai,T.R.N.Rai,T.R.N.,Rai
Q36690918,T.S Rajeev,,,,,,T.S.Rajeev,T.S.Rajeev,T.S,Rajeev
Q36690932,Taracad Subromania Ramakrishnan,,,,36849.0,,T.S.Ramakr.,T.S.Ramakr.,Taracad,Ramakrishnan
Q36690946,Tulasi Raman,,,,,,T.Raman,T.Raman,Tulasi,Raman
Q36690961,Tikam Singh Rana,1969.0,,,,,Rana,"Rana, T. S. Rana",Tikam,Rana
Q36690977,Thomas G. Rand,,,,,,T.G.Rand,T.G.Rand,Thomas,Rand
Q36691000,Tianjanahary Randriamboavonjy,,,,,,Randriamb.,Randriamb.,Tianjanahary,Randriamboavonjy
Q36691019,T.Bhaskar Rao,,,,,,T.B.Rao,T.B.Rao,T.Bhaskar,Rao
Q36691035,Thomas J. Raub,,,,65133.0,,Raub,Raub,Thomas,Raub
Q36691047,T.C.V. Reddy,,,,,,T.C.V.Reddy,T.C.V.Reddy,T.C.V.,Reddy
Q36691062,T.K.Ramachandra Reddy,,,,,,T.K.R.Reddy,T.K.R.Reddy,T.K.Ramachandra,Reddy
Q36691076,T. Rittener,,,,61847.0,,Rittener,Rittener,T.,Rittener
Q36691092,T.L. Robar,,,,,,Robar,Robar,T.L.,Robar
Q36691107,T. Rödel,,,,,,Rödel,Rödel,T.,Rödel
Q36691124,Th. Rödig,,,,,,T.Rödig,"T.Rödig, T. Rödig",Th.,Rödig
Q36691138,Theo Rohde,,,,,,T.Rohde,T.Rohde,Theo,Rohde
Q36691153,Thomas Rohr,,,,,,T.Rohr,T.Rohr,Thomas,Rohr
Q36691167,T. Romulski,,,,,,Romulski,Romulski,T.,Romulski
Q36691180,Tullio Rossi-Doria,,,,76869.0,,Rossi-Doria,Rossi-Doria,Tullio,Rossi-Doria
Q36691196,T. Royama,,,,75634.0,,Royama,Royama,T.,Royama
Q36691210,T. Rudman,,,,,,Rudman,Rudman,T.,Rudman
Q36691227,Tiina Saarimäki,,,,,,Saarim.,Saarim.,Tiina,Saarimäki
Q36691240,Tahereh Sabaii,,,,,,Sabaii,Sabaii,Tahereh,Sabaii
Q36691256,Tobias Sahr,,,,,,Sahr,Sahr,Tobias,Sahr
Q36691269,T.R. Sahu,1947.0,,,74808.0,,Sahu,Sahu,T.R.,Sahu
Q36691285,T. Sakuma,,,,64571.0,,Sakuma,Sakuma,T.,Sakuma
Q36691299,Takeshi Sakuyama,,,,,,Sakuyama,Sakuyama,Takeshi,Sakuyama
Q36691312,T. Sarr,,,,79379.0,,Sarr,Sarr,T.,Sarr
Q36691328,Tenjarla C.S. Sastry,,,,,,T.C.S.Sastry,T.C.S.Sastry,Tenjarla,Sastry
Q36691344,Trude Schmidt,,,,,,T.Schmidt,T.Schmidt,Trude,Schmidt
Q36691358,Tim S. Schubert,,,,,,T.S.Schub.,T.S.Schub.,Tim,Schubert
Q36691371,T.N. Schustova,,,,,,Schustova,Schustova,T.N.,Schustova
Q36691384,T.V. Sechkina,,,,75178.0,,Sechkina,Sechkina,T.V.,Sechkina
Q36691399,Tatsuji Seki,,,,,,T.Seki,T.Seki,Tatsuji,Seki
Q36691412,Tie-Liang Shangguan,,,CN,67275.0,,Shangguan,Shangguan,Tie-Liang,Shangguan
Q36691425,T.P. Sharma,,,,,,T.P.Sharma,T.P.Sharma,T.P.,Sharma
Q36691437,T.V.R.S. Sharma,,,,67515.0,,T.V.R.S.Sharma,T.V.R.S.Sharma,T.V.R.S.,Sharma
Q36691449,T. Sheeba,,,,78766.0,,Sheeba,Sheeba,T.,Sheeba
Q36691464,T.A. Shemetova,,,,,,Shemetova,Shemetova,T.A.,Shemetova
Q36691486,Tadayuki Shimanuki,,,,,,Shiman.,Shiman.,Tadayuki,Shimanuki
Q36691500,Togo Shimazaki,,,,72089.0,,Shimaz.,Shimaz.,Togo,Shimazaki
Q36691513,T.C. Shinners,,,,,,T.C.Shinners,T.C.Shinners,T.C.,Shinners
Q36691527,Takako Shinoda,,,,69124.0,,Shinoda,Shinoda,Takako,Shinoda
Q36691543,Takashi Shirouzu,,,JP,,,Shirouzu,Shirouzu,Takashi,Shirouzu
Q36691562,Takuto Shitara,,,,106539.0,,Shitara,Shitara,Takuto,Shitara
Q36691578,Toshiaki Shiuchi,,,,5860.0,,Shiuchi,Shiuchi,Toshiaki,Shiuchi
Q36691593,T.B. Shrestha,,,,79063.0,,Shrestha,Shrestha,T.B.,Shrestha
Q36691605,Ting Chi Shu,,,,,,T.C.Shu,T.C.Shu,Ting,Shu
Q36691620,Thomas Niklaus Sieber,1956.0,,CH,,,T.N.Sieber,"Thomas N. Sieber, T.N.Sieber",Thomas,Sieber
Q36691633,T. Sierotin,,,,73008.0,,Sierotin,Sierotin,T.,Sierotin
Q36691649,T.A. Sikstel,,,,79126.0,,Sikstel,Sikstel,T.A.,Sikstel
Q36691664,Thakur K.S. Singh,,,,69355.0,,T.K.S.Singh,T.K.S.Singh,Thakur,Singh
Q36691682,Tatiana A. Sinitsyna,,,,,,Sinitsyna,Sinitsyna,Tatiana,Sinitsyna
Q36691696,T. Sittiracha,,,,71881.0,,Sittir.,Sittir.,T.,Sittiracha
Q36691712,Tatyana Petrovna Sizova,,,,78637.0,,Sizova,Sizova,Tatyana,Sizova
Q36691726,Thierry Smith,,,,,,Thierry Sm.,Thierry Sm.,Thierry,Smith
Q36691741,T.M. Sofiekova,,,,75515.0,,Sofiekova,Sofiekova,T.M.,Sofiekova
Q36691754,Travis Soroka,,,,,,Soroka,Soroka,Travis,Soroka
Q36691771,T. Sreeramulu,,,,80325.0,,Sreer.,Sreer.,T.,Sreeramulu
Q36691788,T.S. Sridhar,,,,78924.0,,Sridhar,Sridhar,T.S.,Sridhar
Q36691803,T. Srinivasu,,,,,,Srinivasu,Srinivasu,T.,Srinivasu
Q36691817,Tove Steenberg,,,,,,Steenb.,Steenb.,Tove,Steenberg
Q36691833,Trevor D. Steinke,,,,,,Steinke,Steinke,Trevor,Steinke
Q36691852,Thomas Ster,1948.0,,,45117.0,,Ster,Ster,Thomas,Ster
Q36691872,Takao Sugino,,,,,,Sugino,Sugino,Takao,Sugino
Q36691888,Takashi Sugita,,,,,,Sugita,Sugita,Takashi,Sugita
Q36691905,Tayyaba Sultana,,,,,,T.Sultana,T.Sultana,Tayyaba,Sultana
Q36691926,Thrivikraman Sunilkumar,,,,,,Sunilk.,Sunilk.,Thrivikraman,Sunilkumar
Q36691942,T.P. Suprun,,,,72227.0,,Suprun,Suprun,T.P.,Suprun
Q36691959,Theodor Suse,,,,38889.0,,Suse,Suse,Theodor,Suse
Q36691974,Turner B. Sutton,,,,,,T.B.Sutton,T.B.Sutton,Turner,Sutton
Q36691993,T.V. Svanidze,,,,74008.0,,Svanidze,Svanidze,T.V.,Svanidze
Q36692009,T.L. Tai,,,,,,T.L.Tai,T.L.Tai,T.L.,Tai
Q36692026,Takuo Takara,,,,,,Takara,Takara,Takuo,Takara
Q36692043,Takako Takase,,,,,,T.Takase,T.Takase,Takako,Takase
Q36692060,T. Takashima,,,,74517.0,,Takash.,Takash.,T.,Takashima
Q36692079,Toshiaki Takayama,,,,70381.0,,Takay.,Takay.,Toshiaki,Takayama
Q36692093,Teck Koon Tan,,,,,,T.K.Tan,T.K.Tan,Teck,Tan
Q36692109,Toshimasa Tanai,,,JP,83227.0,,Tanai,"Tanai, T. Tanai",Toshimasa,Tanai
Q36692128,Tuyoshi Tanaka,,,,65324.0,,Tuy.Tanaka,Tuy.Tanaka,Tuyoshi,Tanaka
Q36692144,Teng Han Tang,,,,,,T.H.Tang,T.H.Tang,Teng,Tang
Q36692161,Toshikazu Tani,,,,71227.0,,Tani,Tani,Toshikazu,Tani
Q36692176,T.R. Tarn,,,,,,T.R.Tarn,T.R.Tarn,T.R.,Tarn
Q36692192,T. G. Tatem,,,,63581.0,,Tatem,"Tatem, T.G. Tatem",T.,Tatem
Q36692207,T. Teramoto,,,,73000.0,,Teram.,Teram.,T.,Teramoto
Q36692222,Takakiyo Terashita,,,,78696.0,,Terash.,Terash.,Takakiyo,Terashita
Q36692239,Tomekichi Terazaki,,,,68906.0,,Teraz.,Teraz.,Tomekichi,Terazaki
Q36692258,T. Theis,,,,,,T.Theis,T.Theis,T.,Theis
Q36692274,T.Fr. Thiriart,,,,69297.0,,Thiriart,Thiriart,T.Fr.,Thiriart
Q36692291,T. Thulasaiah,,,,,,Thulasaiah,Thulasaiah,T.,Thulasaiah
Q36692308,Tamara Nikolaevna Titorenko,1926.0,,,68745.0,,Titor.,"Titor., T.N. Titorenko",Tamara,Titorenko
Q36692325,Tokitô Tominaga,,,,83482.0,,Tominaga,Tominaga,Tokitô,Tominaga
Q36692340,Tian Jing Tong,,,,,,T.J.Tong,T.J.Tong,Tian,Tong
Q36692357,T. Toshida,,,,61276.0,,Toshida,Toshida,T.,Toshida
Q36692373,T.A. Toussoun,,,,65930.0,,Toussoun,Toussoun,T.A.,Toussoun
Q36692387,Takao Tsukiboshi,,,,,,Tsukib.,Tsukib.,Takao,Tsukiboshi
Q36692404,T.S. Tsyrina,,,,79423.0,,Tsyrina,Tsyrina,T.S.,Tsyrina
Q36692427,Tie Yao Tu,,,,,,T.Y.Tu,T.Y.Tu,Tie,Tu
Q36692449,T.V. Tunkina,,,,66577.0,,Tunkina,Tunkina,T.V.,Tunkina
Q36692483,T.I. Tzukervanik,,,,60182.0,,Tzukerv.,Tzukerv.,T.I.,Tzukervanik
Q36692495,Tai Uchimura,,,,,,Uchimura,Uchimura,Tai,Uchimura
Q36692507,Tsutomu Uematsu,,,,,,T.Uematsu,T.Uematsu,Tsutomu,Uematsu
Q36692516,Tarja Ukkola,,,,86122.0,,Ukkola,Ukkola,Tarja,Ukkola
Q36692527,Teresita E. Umali,,,,,,Umali,Umali,Teresita,Umali
Q36692550,T.E. Vakhrusheva,,,,65781.0,,Vakhrush.,Vakhrush.,T.E.,Vakhrusheva
Q36692561,Tomas Vánky,,,,,,T.Vánky,T.Vánky,Tomas,Vánky
Q36692571,Th. Vellez,,,,75595.0,,Vellez,Vellez,Th.,Vellez
Q36692581,T. Verma,,,,,,T.Verma,T.Verma,T.,Verma
Q36692589,Thaíla Vieira A. Santos,,,,,,T.Vieira,T.Vieira,Thaíla,Santos
Q36692600,T.de Villafañe Lastra,,,,62523.0,,Villafañe,Villafañe,T.de,Lastra
Q36692612,Tracy A. Villareal,,,,68170.0,,Villareal,"Villareal, Tracy Villareal",Tracy,Villareal
Q36692627,T.S. Viswanathan,,,,70072.0,,T.S.Viswan.,T.S.Viswan.,T.S.,Viswanathan
Q36692640,Thomas J. Volk,,,,,,T.J.Volk,T.J.Volk,Thomas,Volk
Q36692652,Tamara Fedorovna Vozzhennikova,1914.0,2000.0,,78093.0,,Vozzhenn.,Vozzhenn.,Tamara,Vozzhennikova
Q36692663,Trude Vrålstad,,,,63396.0,,Vrålstad,Vrålstad,Trude,Vrålstad
Q36692678,Truong Ba Vuong,,,,,,Vuong,Vuong,Truong,Vuong
Q36692695,T. Wardlaw,,,,,,Wardlaw,Wardlaw,T.,Wardlaw
Q36692708,Tyler B. Warren,,,,,,T.B.Warren,T.B.Warren,Tyler,Warren
Q36692717,Tatsuwo Watanabe,,,,,,T.Watan.,T.Watan.,Tatsuwo,Watanabe
Q36692731,T.P. Watkins,,,,81462.0,,Watkins,Watkins,T.P.,Watkins
Q36692747,Tie-Zheng Wei,,,CN,,,T.Z.Wei,T.Z.Wei,Tie-Zheng,Wei
Q36692763,Thea J. Westerneng,,,,,,Western.,Western.,Thea,Westerneng
Q36692778,Thassilo Weymayr,1825.0,1874.0,,63825.0,,Weymayr,Weymayr,Thassilo,Weymayr
Q36692806,Thomas B. Widdowson,,,,74620.0,,Widd.,Widd.,Thomas,Widdowson
Q36692820,Timothy L. Widmer,,,,,,T.L.Widmer,T.L.Widmer,Timothy,Widmer
Q36692832,Torbjörn Willén,,,,108219.0,,Willén,Willén,Torbjörn,Willén
Q36692846,T.R.S. Wilson,,,,,,T.R.S.Wilson,T.R.S.Wilson,T.R.S.,Wilson
Q36692859,T.A.D. Woods,,,,,,T.A.D.Woods,T.A.D.Woods,T.A.D.,Woods
Q36692872,Thomas Wootten,,,,34077.0,,Wootten,Wootten,Thomas,Wootten
Q36692886,T.G. Wormley,,,,,,Wormley,Wormley,T.G.,Wormley
Q36692901,Tie Hang Wu,,,,66445.0,,T.H.Wu,T.H.Wu,Tie,Wu
Q36692917,Tim Wing Yam,,,,,,Yam,Yam,Tim,Yam
Q36692935,Takeo Yamamoto,,,JP,90462.0,,T.Yamam.,T.Yamam.,Takeo,Yamamoto
Q36692949,Ting Dong Yang,,,,,,T.D.Yang,T.D.Yang,Ting,Yang
Q36692964,Te Shen Yao,,,,80333.0,,T.S.Yao,T.S.Yao,Te,Yao
Q36692980,T.A. Yarchuk,,,,77917.0,,Yarchuk,Yarchuk,T.A.,Yarchuk
Q36692998,Tsu Kiang Yen,,,,,,T.K.Yen,T.K.Yen,Tsu,Yen
Q36693013,Toshihiro Yokochi,,,,,,Yokochi,Yokochi,Toshihiro,Yokochi
Q36693027,Tatsuo Yokoyama,,,,69422.0,,T.Yokoy.,T.Yokoy.,Tatsuo,Yokoyama
Q36693041,Takanobu Yoshida,,,,,,Tak.Yoshida,Tak.Yoshida,Takanobu,Yoshida
Q36693055,Thomas W.K. Young,,,,,,T.W.K.Young,T.W.K.Young,Thomas,Young
Q36693070,Tin Wein Yu,,,,,,T.W.Yu,T.W.Yu,Tin,Yu
Q36693085,Tong Nian Yu,,,,,,T.N.Yu,T.N.Yu,Tong,Yu
Q36693100,T.I. Zenyuk,,,,80542.0,,Zenyuk,Zenyuk,T.I.,Zenyuk
Q36693118,T.X. Zhang,,,,,,T.X.Zhang,T.X.Zhang,T.X.,Zhang
Q36693137,Ting Zhen Zhang,,,,70410.0,,T.Z.Zhang,T.Z.Zhang,Ting,Zhang
Q36693151,Tai Kun Zheng,,,,,,T.K.Zheng,T.K.Zheng,Tai,Zheng
Q36693165,Tong-Shen Zhou,1944.0,,CN,80635.0,,T.X.Zhou,"Tong-Xin Zhou, T.X.Zhou",Tong-Shen,Zhou
Q36693180,U. Aktcay,,,,,,Aktcay,Aktcay,U.,Aktcay
Q36693195,Uwe Amartell,,,,,,Amarell,Amarell,Uwe,Amartell
Q36693211,U.S Awasthi,,,,,,U.S.Awasthi,U.S.Awasthi,U.S,Awasthi
Q36693225,Ute Bedarff,,,,69207.0,,Bedarff,Bedarff,Ute,Bedarff
Q36693240,U. Belapurkar,,,,,,Belap.,Belap.,U.,Belapurkar
Q36693254,Ulderico Biffi,,,,70860.0,,Biffi,Biffi,Ulderico,Biffi
Q36693268,Utarit Bilgütay,,,,69690.0,,Bilgütay,Bilgütay,Utarit,Bilgütay
Q36693282,U.D. Bongale,,,,65857.0,,Bongale,Bongale,U.D.,Bongale
Q36693298,Usha Budathoki,,,,26034.0,,Budathoki,Budathoki,Usha,Budathoki
Q36693314,U. Carlin-Silväng,,,,66712.0,,Carl.-Silv.,Carl.-Silv.,U.,Carlin-Silväng
Q36693330,U.K. Chaturvedi,,,,,,U.K.Chaturv.,U.K.Chaturv.,U.K.,Chaturvedi
Q36693366,U. Crescenti,,,,72140.0,,Crescenti,Crescenti,U.,Crescenti
Q36693389,U. Cumino,,,,,,U.Cumino,U.Cumino,U.,Cumino
Q36693404,Una Violet Davies,,,,,,U.V.Davies,U.V.Davies,Una,Davies
